text,label
"Godel Implication on Finite Chains: Truth Tables and Catalan-Bracketing Enumerations. Fully bracketed implication terms on $n$ variables are evaluated in Gödel $m$-valued logic on a finite chain, and we enumerate truth-table rows by output value across all Catalan bracketings. Using the Catalan decomposition, we derive a finite system of generating functions for these value counts and introduce a root-split refinement that records the ordered pair of truth values at the top implication, yielding $m^2$ pair classes. We prove that the associated generating functions share a common dominant square-root singularity, which implies a universal $n^{-3/2}$ asymptotic form with exponential growth rate $(4m)^n$ and a limiting output distribution as $n\to\infty$. The root-split refinement yields matching uniform asymptotics for the pair classes and gives a transparent factorization of the original counts.",Mathematics
"On the discrete Heine-Shephard problem for four lattice polygons. We study the set of square-free parts of volume polynomials associated with four planar lattice polytopes. This is motivated by the problem of describing possible pairwise intersection numbers of four curves in $(\mathbb{C}^*)^2$ with prescribed Newton polytopes and generic coefficients. It is known that for arbitrary convex bodies in $\mathbb{R}^2$, the corresponding square-free polynomials are characterized by the Plücker-type inequalities. We show that this characterization fails in the lattice setting: the interior of the space defined by the Plücker-type inequalities contains integer polynomials that are and are not realizable by lattice polytopes. This phenomenon arises from additional arithmetic constraints on the mixed areas of lattice polytopes. These constraints become apparent when we study a ""discrete diagram"", which maps a pair of planar lattice polytopes to their mixed area together with their lattice widths in a given direction.",Mathematics
"Binomial sums and properties of the Bernoulli transform. In this paper, we study the binomial sum $S_{n}(q):=% \overset{n}{\underset{k=0}{\sum }}a_{k}\binom{n}{k}\left( 1-q\right) ^{k}q^{n-k}$ for a given sequence $\left( a_{n}\right) $ of real or complex numbers. We express $S_{n}(q)$ in function of the powers of $q,$ and, we explicit it when the sequence $\left( a_{n}\right) $ is the sequence of Fibonacci numbers, Laguerre polynomials, Meixner polynomials, binomial coefficients and the sequence $\left[ n\right] _{p}.$ We establish later some properties, relations, probabilistic interpretations and generating functions between $S_{n}(q)$ and $S_{n}(x+q-xq).$ Further identities related to Appell polynomials are also given in the last of the paper.",Mathematics
"An Explicit Skew-Hadamard Matrix of Order 1252 via Cyclotomic Unions. We construct a skew-Hadamard matrix of order 1252 = 2(5^4 + 1) using a bordered skew-Hadamard difference family over GF(5^4), with blocks given as unions of cyclotomic classes of order N = 16. This order has been reported as missing in some widely used open-source computational tables; we provide an explicit instance together with verification artifacts. We prove the structural prerequisites for the bordered construction (skew-symmetry of one block and the constant autocorrelation-sum condition), and we compute algebraic invariants to facilitate classification: the associated tournament adjacency matrix has full rank over GF(2), and the matrix has full rank over GF(3) and GF(5). We also exhibit an explicit affine subgroup of the automorphism group of size 24 375. All claims are supported by a reproducible artifact bundle including the explicit matrix and verification logs.",Mathematics
"Counting Colored Trees. We consider the enumeration of plane trees (rooted ordered trees) whose vertices are colored according to a specific coloring rule that prescribes which possible pairs of colors can occur as the colors of a parent vertex and its child. This general construction covers many different examples that have been studied in the literature. Some general necessary and sufficient conditions for two different coloring rules to result in the same counting sequence are established. We also provide exhaustive lists of counting sequences arising from coloring rules with two or three colors, and we find formulas and closed form expressions for many of these sequences. The famous Fibonacci, Catalan, Narayana, and Schröder sequences appear in several cases. Some of these coloring rules are extended to families of coloring rules with arbitrarily many colors.",Mathematics
"Finite Free Information Inequalities. We develop finite free information theory for real-rooted polynomials, establishing finite free analogues of entropy and Fisher information monotonicity, as well as the Stam and entropy power inequalities. These results resolve conjectures by Shlyakhtenko and Gribinski and recover inequalities in free probability in the large-degree limit. Equivalently, our results may be interpreted as potential-theoretic inequalities for the zeros of real-rooted polynomials under differential operators which preserve real-rootedness. Our proofs leverage a new connection between score vectors and Jacobians of root maps, combined with convexity results for hyperbolic polynomials.",Mathematics
"On Graham's rearrangement conjecture. Graham conjectured in 1971 that for any prime $p$, any subset $S\subseteq \mathbb{Z}_p\setminus \{0\}$ admits an ordering $s_1,s_2,\dots,s_{|S|}$ where all partial sums $s_1, s_1+s_2,\dots,s_1+s_2+\dots+s_{|S|}$ are distinct. We prove this conjecture for all subsets $S\subseteq \mathbb{Z}_p\setminus \{0\}$ with $|S|\le p^{1-α}$ and $|S|$ sufficiently large with respect to $α$, for any $α\in (0,1)$. Combined with earlier results, this gives a complete resolution of Graham's rearrangement conjecture for all sufficiently large primes $p$.",Mathematics
"Power monoids and their arithmetic: a survey. The non-empty finite subsets of a multiplicatively written monoid form a monoid in their own right, and so do the finite subsets that contain the identity element. Partly due to their unusual arithmetic properties, these structures, known as power monoids, have attracted increasing attention in recent years and have in turn stimulated growing interest in new perspectives in factorization theory, better suited to non-cancellative or non-commutative settings. We survey these developments and briefly review some related aspects.",Mathematics
"Asymptotics and zero distribution of geometric polynomials. We obtain some results on the asymptotic behavior and zero distribution of the so-called geometric polynomials. The asymptotics is given both on compact subsets of $\C\setminus [-1,0]$ and on compact subsets of the interval $(-1,0)$. The zeros of these polynomials are simple and lie in $(-1,0]$; moreover, the zeros of consecutive polynomials interlace. Its zero distribution is a measure whose density is similar to Cauchy weight. Some orthogonality properties of these polynomials are also proved.",Mathematics
"Integral and arithmetic structures of alternating (zigzag) numbers $A_n$. The alternating (zigzag) numbers $A_n$, counting the ascending alternating permutations of $\left\{1,\cdots,n\right\}$ and defined by the exponential generating function $\tan x+\sec x$, admit several classical combinatorial and analytic representations. In this work we unify and extend three complementary structures of $A_n$. First, starting from the Stirling number expansion of zigzag numbers, we derive a contour integral representation, as well as a positive Laplace-type integral representation $$ A_n = 2^n \int_0^\infty e^{-y} f_n(y)\, dy, \qquad f_n(y) := \sum_{k=0}^{n} (-1)^k S(n,k) \left(\frac{y}{2}\right)^k, $$ where the kernel $f_n(y)$ is the polynomial generating function of Stirling numbers. A continuous interpolation of the discrete product (falling factorial) is introduced subsequently. This provides a direct analytic bridge between set partitions and Laplace asymptotics. Second, using the partial fraction expansion of $\tan$, we obtain the well-known hyperbolic integral representation $$ A_{2n+1}=\frac{1}π\int_0^\infty\frac{y^{2n+1}}{\sinh(y/2)}\,dy, $$ equivalently expressed in classical $\cosh$ form for $A_{2n}$. This representation interprets zigzag numbers as spectral moments associated with half-integer poles. The connection with Fourier analysis and Mellin transforms is also outlined. Finally, combining spectral expansions with Stirling identities, we derive congruence relations modulo primes for $A_n$. These results exhibit a dual analytic-combinatorial structure of zigzag numbers, linking partition expansions, trigonometric spectra, and arithmetic properties.",Mathematics
"Asymptotic Tightness of the Pigeonhole Bound for Large-Order Davenport-Schinzel Sequences. We prove that the pigeonhole upper bound $λ(s,m) \leq \binom{m}{2}(s+1)$ is asymptotically tight whenever $s/\!\sqrt{m} \to \infty$. In particular, $λ(s,m) \sim \binom{m}{2}\,s$ in this regime. As corollaries: $λ(n,n)/n^3 \to \frac{1}{2}$, resolving the leading constant from the previously known interval $[\frac{1}{3}, \frac{1}{2}]$; and more generally $λ(an,bn) \sim \frac{ab^2}{2}\,n^3$ for any constants $a,b > 0$.",Mathematics
"Point Count of the Top-dimensional Open Positroid Variety. In [GL24], Galashin and Lam discovered that when $k$ and $n$ are coprime, the proportion of subspaces in $\mathrm{Gr}(k,n)(\mathbb{F}_q)$ that lie in the top-dimensional open positroid variety $Π_{k,n}^\circ(\mathbb{F}_q)$ is $|(\mathbb{F}_q^\times)^n|/|\mathbb{F}_{q^n}^\times|$. In this paper, I recover this point count identity by relating the split torus action on $(Π_{k,n}^\circ)_{\mathbb{F}_q}$ and an anisotropic torus action on a $\mathbb{F}_q$ rational form of $Π_{k,n}^\circ$. The main step in the point count argument and the main technical result in this paper is that cyclic rotation acts trivially on the torus-equivariant cohomology of $Π_{k,n}^\circ$ when $k$ and $n$ are coprime.",Mathematics
"Automorphisms of Kimura Hadamard Matrices. We investigate the structure of the automorphism groups of Kimura Hadamard matrices (KHMs) constructed from dihedral groups. We identify several different types of automorphisms, and show that the automorphism group of a KHM always has a subgroup isomorphic to $D_{2k}\times Q_8$, or $C_2\times D_{2k}\times Q_8$ if it is $y$-invariant. We exhibit additional automorphisms arising from the holomorph of the dihedral group under suitable structural conditions. A comparison with known examples, including those of Kimura, Niwasaki, and matrices arising from the Shinoda--Yamada construction, reveals counterexamples to a conjecture of Ó Cathaín and suggests that no further automorphisms occur beyond those predicted by our framework.",Mathematics
"A Weighted Words Study of MacMahon's and Russell's Modulo 6 Identities. We give new proofs of MacMahon and Russell's modulo 6 identities using the method of weighted words. We also present a new refinement of MacMahon's identity, some related finite sum identities, and a companion partition theorem to sequence avoiding partitions theorem of the author and Andrews.",Mathematics
"Breaking small automorphisms of graphs of arbitrary cardinality. We say that an edge colouring $c$ of a graph preserves an automorphism $\varphi$ if $\varphi$ maps each edge to an edge of the same colour. Otherwise, we say that $c$ breaks $\varphi$. We call an automorphism of a graph small if it moves some vertex to its neighbour. We study the edge colourings of graphs that break every small automorphism. Kalinowski, Pilśniak, and Woźniak proved that three colours are enough for such a colouring to exist for every finite graph without isolated edges. They conjectured that two colours are enough for every finite connected graph on at least six vertices. We confirm this conjecture in its more general version, namely for connected finite and infinite graphs of arbitrary cardinality.",Mathematics
"Irreducible distinguishing colourings and the Axiom of Choice. We say that a vertex or edge colouring of a graph is distinguishing if the only automorphism that preserves this colouring is the identity. A (proper) distinguishing colouring is irreducible if there is no possibility of merging two non-empty classes of colours to obtain a (proper) distinguishing colouring. We show that every graph has an irreducible (proper) distinguishing vertex colouring and that every graph without isolated edge and with at most one isolated vertex has an irreducible (proper) distinguishing edge colouring. Moreover, we show that the existence of any of these colourings for every connected graph (not isomorphic to $K_2$) is equivalent to the Axiom of Choice.",Mathematics
"A new problem related to Eulerian graphs. Let $G$ be a graph, and $H$ be a finite subgraph of $G$. We say that $H$ is a (semi) $S$-Eulerian subgraph if there exists a closed (open) trail $T$ in $G$ such that each edge of $H$ appears in $T$. We show that the problem of determining whether a subgraph $H$ of a finite graph $G$ is (semi) $S$-Eulerian is NP-Complete. Moreover, we show that both versions of the problem become linear in time if we restrict ourselves to connected subgraphs $H$.",Mathematics
"Self-Convolutions of Generalized Narayana Numbers. For the Fibonacci numbers $F_n$, we have the self-convolution formula $5 \sum_{i=0}^n F_i F_{n-i} = (2n)F_{n+1} - (n+1)F_n$. We find the corresponding self-convolution formula for the Narayana numbers $R_n$ which satisfy $R_n = R_{n-1} + R_{n-3}$, and then generalize it to the $k$-step Narayana numbers $\mathcal{R}_n$ with order-$k$ recurrence formula $\mathcal{R}_n = \mathcal{R}_{n-1} + \mathcal{R}_{n-k}$.",Mathematics
"Half-periodicity of Zamolodchikov periodic cluster algebras. In 2007, Fomin and Zelevinsky introduced the bipartite belt, a sequence of bipartite mutations whose exchange relations form a discrete dynamical system. Periodicity of this system is known as Zamolodchikov periodicity. In our previous work we have classified all Zamolodchikov periodic cluster algebras, but behavior halfway through the period was still unknown. This so-called half-periodicity was conjectured by Kuniba--Nakanishi--Suzuki for $Y$-systems of finite type Cartan matrices, and was proved by Inoue--Iyama--Keller--Kuniba--Nakanishi for tensor products of two simply-laced Dynkin diagrams. In this paper, we prove that for any Zamolodchikov periodic cluster algebra, the form at the half-period is a permutation of the cluster variables of order at most two.",Mathematics
"The projective coinvariant algebra, Young invariants and bigraded coordinate rings of Segre embeddings. This paper studies a flat degeneration P_n of the classical coinvariant algebra R_n, a bigraded Artinian Gorenstein algebra that arises from the coordinate ring of the Segre embedding of the n-fold self-product of the projective line. The Frobenius character of P_n is computed by a natural bigraded refinement of the classical Lusztig--Stanley formula for the character of the coinvariant algebra. Young invariants in P_n get related to coordinate rings of general Segre embeddings of products of projective spaces; their bigraded Hilbert polynomials get expressed in terms of major-descent generating functions of words in multisets. Relations to the diagonal coinvariant algebra, cohomological interpretations including quantum cohomology, and Garsia-Stanton-style bases are also explored.",Mathematics
"Large expander subgraphs in high genus triangulations. We prove that random triangulations of high genus contain very large expander subgraphs, answering a question of Benjamini. Our approach relies on new general criteria for arbitrary graphs to contain large expander subgraphs.",Mathematics
"Tropical cluster varieties, phylogenetic trees, and generalized associahedra. We explicitly describe the tropicalization of a type C cluster variety by identifying it with the space of axially symmetric phylogenetic trees. We also study the signed tropicalizations of this cluster variety, realizing them as subfans of the tropicalization that are dual to either associahedra or cyclohedra.",Mathematics
"Edge-ends versus topological ends of graphs. Diestel and Kühn proved that the topological ends of an infinite graph are precisely its undominated graph ends, yielding a canonical embedding of the space of topological ends into the space of graph ends. For edge-ends, introduced by Hahn, Laviolette and Širáň, such an embedding does not exist in general. In this note, we characterize the class of infinite graphs for which the topological ends admit a natural injective map into the space of edge-ends that is compatible with the canonical maps between end spaces. Our characterization is purely combinatorial and is expressed in terms of edge-equivalence classes of vertices. Moreover, when such an embedding exists, we identify precisely which edge-ends arise from topological ends, showing that they are exactly the edge-ends containing a non-dominated ray. This establishes a parallel result to the theorem of Diestel and Kühn for edge-end spaces.",Mathematics
"Vertex decomposable complexes of directed forests, conflict graphs and chordality. Let $D$ be a multidigraph. We study the simplicial complex $\mathrm{Dlf}(D)$, whose vertices are the directed edges of $D$ and whose faces correspond to directed linear forests, that is, vertex-disjoint unions of directed paths. We also consider the related directed tree complex $\mathrm{DT}(D)$. Our main approach is to associate with $D$ a simple graph encoding the local incompatibilities among the edges of $D$. Under mild acyclicity assumptions, we show that $\mathrm{Dlf}(D)$ and $\mathrm{DT}(D)$ can be realized as the independence complexes of respective graphs. This correspondence allows us to apply structural results from the theory of independence complexes to obtain graph-theoretic criteria guaranteeing vertex decomposability, shellability, and sequential Cohen-Macaulayness of these complexes. In particular, we describe explicit forbidden induced directed subgraphs that obstruct vertex decomposability, and we identify classes of multidigraphs-including certain acyclic multidigraphs and multidigraphs whose underlying graphs are forests or cycles-for which $\mathrm{Dlf}(D)$ and $\mathrm{DT}(D)$ are vertex decomposable. We also provide examples showing that these properties do not hold in general.",Mathematics
"Minimal Inversions in Integer Matrices of Fixed RSK Shape. The Robinson-Schensted-Knuth (RSK) algorithm maps an integer matrix to a pair of semi-standard Young tableaux (SSYTs) whose underlying shape has the same integer partition. We study the set of matrices associated with a given partition $λ$ vis-a-vis the number of inversions of the matrix. In the case where the integer matrix is a permutation matrix, the resulting tableaux are standard Young tableaux or SYTs. Han (EJC, 2005) combinatorially studied the set of permutations that map to SYTs of shape $λ$ under the RSK algorithm and counted the permutations with the minimum number of inversions in that set, as well as formulated the minimal number of inversions. Han's work can be extended to a case where the matrix is a general integer matrix and the tableaux are semi-standard Young tableaux. We have conjectured a formula for the minimal number of inversions in the set of matrices with a fixed shape $λ$. We further provide a conjecture for the characterisation of the minimal generalised matrices.",Mathematics
"The antiferromagnetic Ising model beyond line graphs. Both the antiferromagnetic Ising model and the hard-core model could be said to be tractable on line graphs of bounded degree. For example, Glauber dynamics is rapidly mixing in both cases. In the case of the hard-core model, we know that tractability extends further, to claw-free graphs and somewhat beyond. In contrast, it is shown here that the corresponding extensions are not possible in the case of the antiferromagnetic Ising model.",Mathematics
"An improvement on the bound for the acyclic chromatic index. The acyclic chromatic index (or acyclic edge-chromatic number) of a graph is the least number of colors needed to properly color its edges so that none of its cycles has only two colors. We show that for a graph of max degree $Δ$, the acyclic chromatic index is at most $3.142(Δ-1)+1$, improving on the (best to date) bound of Fialho et al. (2020). Our improvement is made possible by considering unordered (non-plane) trees, instead of ordered (plane) ones, as witness structures for the Lovász Local Lemma, a key combinatorial tool often used in related works. The counting of these witness structures entails methods of Analytic Combinatorics.",Mathematics
"A Pragmatic Method for Comparing Clusterings with Overlaps and Outliers. Clustering algorithms are an essential part of the unsupervised data science ecosystem, and extrinsic evaluation of clustering algorithms requires a method for comparing the detected clustering to a ground truth clustering. In a general setting, the detected and ground truth clusterings may have outliers (objects belonging to no cluster), overlapping clusters (objects may belong to more than one cluster), or both, but methods for comparing these clusterings are currently undeveloped. In this note, we define a pragmatic similarity measure for comparing clusterings with overlaps and outliers, show that it has several desirable properties, and experimentally confirm that it is not subject to several common biases afflicting other clustering comparison measures.",Mathematics
"Lower Estimates for $L_1$-Distortion of Transportation Cost Spaces. Quantifying the degree of dissimilarity between two probability distributions on a finite metric space is a fundamental task in Computer Science and Computer Vision. A natural dissimilarity measure based on optimal transport is the Earth Mover's Distance (EMD). A key technique for analyzing this metric, pioneered by Charikar (2002) and Indyk and Thaper (2003), involves constructing low-distortion embeddings of EMD(X) into the Lebesgue space $L_1$. It became a key problem to investigate whether the upper bound of $O(\log n)$ can be improved for important classes of metric spaces known to admit low-distortion embeddings into $L_1$. In the context of Computer Vision, grid graphs, especially planar grids, are among the most fundamental. Indyk posed the related problem of estimating the $L_1$-distortion of the space of uniform distributions on $n$-point subsets of $R^2$. The Progress Report, last updated in August 2011, highlighted two key results: first, the work of Khot and Naor (2006) on Hamming cubes, which showed that the $L_1$-distortion for Hamming cubes meets the described above upper estimate, and second, the result of Naor and Schechtman (2007) for planar grids, which established that the $L_1$-distortion of for a planar $n$ by $n$ grid is $Ω(\sqrt{\log n})$. Our first result is the improvement of the lower bound on the $L_1$-distortion for grids to $Ω(\log n)$, matching the universal upper bound up to multiplicative constants. The key ingredient allowing us to obtain these sharp estimates is a new Sobolev-type inequality for scalar-valued functions on the grid graphs. Our method is also applicable to many recursive families of graphs, such as diamond and Laakso graphs. We obtain the sharp distortion estimates of $\log n$ in these cases as well.",Mathematics
"Diagonals in Riordan matrices and applications. We introduce a method for describing Riordan matrices via recurrence relations along their diagonals. This provides a new structural description that complements the classical row-wise and column-wise constructions via the A-sequence. As an application, we characterize families of palindromic Riordan polynomials, yielding a new combinatorial interpretation in terms of lattice paths.",Mathematics
"A mirror deformation of Markov numbers. We introduce a deformed squared Markov equation given by $X^2 + Y^2 + Z^2 + (q+q^{-1})(XY+YZ+XZ) = 3(1 + q + q^{-1})XYZ$. Symmetric solutions of this new equation present a remarkable factorization property which allows us to talk about their square roots. These square roots give a natural $q$-deformation of the Markov numbers that has not previously occurred in the literature. We call them mirror Markov numbers. We prove a characterization of mirror Markov numbers and discover a mutation rule, mirror mutation, to generate them all. We also prove a geometric realization of the corresponding mirror mutation on a once-punctured sphere with three orbifold points. Our mirror deformation leads to deformations of Fibonacci and Pell branches for which we give precise formulas. Furthermore, the deformed squared Markov equation specializes to many other very well known generalized Markov equations. We also obtain the super Markov numbers from a specialization of the deformed squared Markov numbers, which we use to prove a conjecture of Musiker.",Mathematics
"Grid-free linear hypergraphs via Cayley-Bacharach. We give a new construction showing that for every $r\ge 3$, there exists an $r$-uniform linear hypergraph on $n$ vertices with $Θ_r(n^2)$ edges and no copy of the $r\times r$ grid. This complements the works of Füredi--Ruszinkó, Glock--Joos--Kim--Kühn--Lichev, Delcourt--Postle for $r \geq 4$, as well as the subsequent constructions of Gishboliner--Shapira and Solymosi for the case $r=3$.",Mathematics
"An Intelligent Hybrid Cross-Entropy System for Maximising Network Homophily via Soft Happy Colouring. The Soft Happy Colouring (SHC) problem serves as a rigorous mathematical framework for identifying homophilic structures in complex networks. The SHC seeks to maximise the number of $ρ$-happy vertices, which are those vertices that the proportion of their neighbours sharing colour with them is at least $ρ$. The problem is NP-hard, making optimal solutions computationally intractable for large-scale networks. Consequently, metaheuristic approaches are useful, yet existing methods often struggle with premature convergence. Based on the problem's solution structure and the characteristics of the feasible region, an effective solution method needs to navigate efficiently among promising solutions while utilising information learned from less favourable ones. The Cross-Entropy method is suitable for this because it has a smoothing mechanism that adaptively balances exploration and exploitation, informed by the knowledge accumulated during the search process. This paper introduces a novel intelligent hybrid algorithm, CE+LS, which synergises the adaptive probabilistic learning of the Cross-Entropy method with a fast, structure-aware local search (LS) mechanism. We conduct a comprehensive experimental evaluation on an extensive dataset of 28,000 randomly generated graphs using the Stochastic Block Model as the ground-truth benchmark. Test results demonstrate that CE+LS consistently outperforms existing heuristic and memetic algorithms in homophily maximisation, exhibiting superior scalability and solution quality. Notably, the proposed algorithm remains efficient even in the tight regime, which is the most challenging category of problem instances where comparative algorithms fail to yield effective solutions.",Mathematics
"Computations on the tautological basis of the cohomology ring of the Peterson variety. It is known that the set of square free monomials on the Chern classes of the tautological line bundles over the Peterson variety forms an additive basis of its cohomology ring. We study the expansion formula for their products. In particular, we give a square free expansion of the products multiplying degree 2 classes in terms of elementary symmetric polynomials and binomial coefficients.",Mathematics
"Touchard's identity and a detailed determination of the radius of convergence of the Catalan series. While the value of the radius of convergence of the generating series of the Catalan numbers is well-known, obtaining it solely from recurrence relations is less immediate. It is sometimes considered that no known proof establishes that the radius $R$ equals 1/4 without relying on the explicit closed formula for the Catalan numbers. In particular, it has been shown that one can obtain, at the cost of substantial technical effort and without resorting to the main Segner recursion relation or to the explicit formula for the Catalan number, the lower bound $R\geq 1/6$. In this work, we prove that Touchard's recurrence alone yields the optimal exponential upper bound $\limsup_{n\to\infty} C_n^{1/n} \le 4$, which implies $R \ge 1/4$. Combined with the classical lower estimate $\limsup_{n\to\infty} C_n^{1/n} \ge 4$, obtained from central binomial coefficients, this gives $R = 1/4$.",Mathematics
"Multidimensional convolution matrices and perfect colorings of subspace hypergraphs applied for bent functions and related designs. The main aim of the present paper is to introduce new methods for the study of combinatorial designs related to bent functions. They are based on interpretations of convolution on finite abelian groups as multiplication by a multidimensional matrix and designs as perfect colorings of subspace hypergraphs of $\mathbb{F}_2^n$. We establish a correspondence between eigenfunctions of convolution matrices and perfect colorings of subspace hypergraphs, show that perfect colorings of subspace hypergraphs admit a characterization in terms of convolution and that two-valued eigenfunctions of subspace hypergraphs correspond to perfect colorings. As applications, we represent partial difference sets, bent and plateaued Boolean functions, spreads, and strong bent partitions of $\mathbb{F}_2^n$ as eigenfunctions of convolution matrices and as perfect colorings of subspace hypergraphs. We also find some eigenvalues of convolution matrices over $\mathbb{F}_2^n$ and $\mathbb{F}_3^n$.",Mathematics
"A combinatorial proof of Jacobi's elliptic identity via alternating permutations. We provide a unified combinatorial framework connecting Entringer numbers, Dumont-Viennot snakes, and elliptically weighted continued fractions, which gives a structural interpretation of the Jacobi elliptic identity \begin{equation} \mathrm{sn}'(u)=\mathrm{cn}(u)\,\mathrm{dn}(u), \end{equation} where $\mathrm{sn}$, $\mathrm{cn}$ and $\mathrm{dn}$ are the Jacobi elliptic functions. This framework allows the decomposition of weighted snakes corresponding to the derivative of $\mathrm{sn}$ into canonical $\mathrm{cn}$- and $\mathrm{dn}$-components, bridging classical combinatorics and elliptic function theory.",Mathematics
"Pollyanna and Polynomially \c{hi}-Bounded Graph Classes. A hereditary graph class is called polynomially $χ$-bounded if there exists a polynomial function $f$ such that $χ(G) \le f(ω(G))$ for every induced subgraph $G$. A class $\mathcal{C}$ is called Pollyanna if, for every $χ$-bounded class $\mathcal{F}$, the class $\mathcal{C} \cap \mathcal{F}$ is polynomially $χ$-bounded. In the paper by Chudnovsky et al., \emph{Reuniting $χ$-boundedness with polynomial $χ$-boundedness} (J.\ Combin.\ Theory Ser.\ B 176 (2026), 30--73), the authors posed twelve problems and one conjecture concerning the Pollyanna framework. In this work, we investigate several of these problems by studying the chromatic number of hereditary graph classes defined by forbidden induced subgraphs. We prove three new strong Pollyanna results. In particular, for every $t \ge 2$, every $\{\text{diamond}, \mathrm{hammer}(t)^+\}$-free graph is $t$-strongly Pollyanna. We also show that graph classes obtained by forbidding suitable combinations of bowties and dumbbells are $(2t-2)$-strongly Pollyanna. We show that the class of $\{(2,2)$-bowtie, $P_5$, $(3,3)$-dumbbell$\}$-free graphs is polynomially $χ$-bounded. We also prove polynomial $χ$-boundedness for diamond-free graphs in which every edge lies in at least two triangles, under additional forbidden configurations.",Mathematics
"Mutual k-Visibility in Graphs. Mutual visibility in graphs requires pairs of vertices to be connected by shortest paths that avoid all other vertices of a prescribed set, a condition that is often overly restrictive. In this paper, we introduce a new variant, called mutual $k$-visibility, which permits at most $k$ internal vertices of the set to lie on a shortest path. This parameterized approach naturally generalizes classical mutual visibility and provides a graded notion of obstruction tolerance. We define the mutual $k$-visibility number $μ_k(G)$ of a graph $G$ and establish its basic properties, including monotonicity and stabilization for sufficiently large values of $k$. Some bounds on $μ_k(G)$ are obtained in terms of diameter, maximum degree, and girth. We further analyze $(X,k)$-visibility in convex graphs and determine exact values of $μ_k(G)$ for some fundamental graph classes. In addition, for block graphs, we introduce the notion of $k$-admissible sets in the associated block--cutpoint tree and show how these sets characterize mutual $k$-visibility in the original graph. Moreover, we present a polynomial-time algorithm, MkV, that decides whether a given subset $S \subseteq V(G)$ forms a mutual $k$-visibility set in $G$. The algorithm has time complexity $O\bigl(|S|(|V(G)|+|E(G)|)+|S|^2\bigr)$. In addition, we introduce strengthened variants-total, outer, and dual mutual $k$-visibility. We also define the mutual $k$-visibility covering number $τ_k(G)$, the minimum number of mutual $k$-visible sets required to partition $V(G)$, thereby extending the theory from extremal subsets to structural decompositions.",Mathematics
"Modular Nahm sums for symmetrizable matrices of indices $({2,\ldots, 2},1)$ and $({1,\ldots, 1},2)$. In this paper, we present three families of modular Nahm sums for symmetrizable matrices with arbitrary rank $r\geq 2$ of indices $({2,\ldots, 2},1)$ and $({1,\ldots, 1},2)$. Specifically, the cases corresponding to $r = 2$ and $r = 3$ of these families have been previously demonstrated by Mizuno, Warnaar, and B. Wang-L. Wang. Building upon these three families, we construct two vector-valued automorphic forms, one of which is a vector-valued modular function when $r$ is odd.",Mathematics
"Partially ordered sets of distributive type and algebras with straightening laws. A finite poset (partially ordered set) $P$ with ${\hat 0}$ is called of distributive type if every interval $[{\hat 0}, a]$, $a \in P$, of $P$ is a distributive lattice. From a viewpoint of ASL's (algebras with straightening laws), the join-meet toric ring on a finite distributive lattice is generalized to an ASL on a finite poset of distributive type. Our target is the questions when a finite poset of distributive lattice is Cohen--Macaulay and when the ASL on it is Gorenstein. We focus on a natural class of finite posets of distributive type and study various aspects of the above questions.",Mathematics
"Hamilton Cycles in Semisymmetric Graphs. In light of Lovász's longstanding question on the existence of Hamilton paths in vertex-transitive graphs, this paper considers a natural variant: what if vertex-transitivity is relaxed, yet a high degree of symmetry--specifically edge-transitivity--is retained? To investigate this, we focus on the class of semisymmetric graphs, which are regular, edge-transitive, but not vertex-transitive. In this paper, it will be shown that every connected semisymmetric graph of order $2pq$, where $p$ and $q$ are two distinct primes contains a Hamilton cycle and that every connected cubic semisymmetric graph of order less than 3000 contains a Hamilton cycle too. Based on these observations, the following question is posed: construct a connected semisymmetric graph which has no Hamilton cycle.",Mathematics
"Two Dimensional Subtraction -- Transfer Games. We generalize the results and conjectures of Tamás Lengyel, showing that the \textsc{nim}-values of a large class of two-dimensional subtraction-transfer games are periodic. These are impartial, normal-play games with two piles of tokens, where players alternate either taking some tokens from a pile or transferring tokens from one pile to the other. In many cases, we calculate the exact period. We also develop several new notions of periodicitiy.",Mathematics
"The construction of $q$-analogues via $_3φ_2$-series and $q$-difference equations. We apply the EKHAD-normalization method given in our recent work to obtain, via the $q$-version of Zeilberger's algorithm, $q$-WZ pairs $(F, G)$ such that $\sum_{k = 0}^{\infty} F(0, k)$ may be expressed as a basic hypergeometric series of the form ${}_{3}φ_2$ with multiple free parameters, and in such a way so that $\sum_{k=0}^{\infty} F(0, k) = \sum_{n=0}^{\infty} G(n, 0)$. In contrast to how previous applications of EKHAD-normalization relied on $q$-analogues for specific WZ pairs introduced by Guillera, our multiparameter approach provides a broad framework in the construction of $q$-analogues for accelerated series for universal constants such as $π$. We apply this multiparameter version of EKHAD-normalization to obtain and prove new $q$-analogues for accelerated hypergeometric series attributed to many authors, including (alphabetically) Adamchik and Wagon, Apéry, Chu, Chu and Zhang, Fabry, Guillera, Ramanujan, and Zeilberger.",Mathematics
